Client_ID,State,Facility_Type,Monthly_Cost ,Performance_Score,Optimization_Process,Monthly_Cost_Savings ,Employees_on_Site
9959,Bauchi,Data Center,429348,96.47,Security Enhancement,12035,478
1511,Benue,Data Center,180504,93.67,Preventive Maintenance,27678,195
13911,Zamfara,Warehouse,170032,79.16,Security Enhancement,7189,149
16664,Taraba,Retail Store,134055,66.16,Preventive Maintenance,37475,281
2409,Jigawa,Data Center,86243,67.44,Space Utilization,31516,31
16622,Cross River,Retail Store,114477,98.33,Security Enhancement,17347,370
3249,Anambra,Retail Store,106111,69.94,Security Enhancement,8750,165
4783,Kwara,Manufacturing Plant,457055,65.9,Space Utilization,44148,329
6747,Enugu,Office,345654,81.55,Preventive Maintenance,39086,443
11668,Kebbi,Office,367764,86.65,Sustainable Practices,42887,263
5370,Zamfara,Data Center,205914,61.75,Preventive Maintenance,10223,122
2759,Kano,Office,222342,76.97,Space Utilization,13667,56
16055,Kano,Manufacturing Plant,379341,64.55,Security Enhancement,20716,250
14456,Delta,Office,95364,73.8,Space Utilization,11939,236
2481,Plateau,Manufacturing Plant,383627,85.9,Security Enhancement,28518,456
18581,Kaduna,Manufacturing Plant,120710,87.55,Space Utilization,43756,389
16016,Zamfara,Data Center,233659,93.45,Sustainable Practices,48745,172
7441,Kano,Retail Store,253573,77.44,Energy Efficiency,36444,221
3574,Kaduna,Warehouse,144928,83.39,Space Utilization,29875,487
2450,Katsina,Manufacturing Plant,484910,82.71,Space Utilization,47262,476
10235,Katsina,Office,360375,83.07,Sustainable Practices,17085,58
6749,Oyo,Warehouse,183432,72.22,Preventive Maintenance,35650,378
11255,Kaduna,Warehouse,183426,99.86,Preventive Maintenance,42391,153
16759,Kebbi,Retail Store,313073,71.22,Energy Efficiency,48410,417
4328,Nasarawa,Data Center,288221,93.64,Energy Efficiency,44209,496
1307,Kebbi,Warehouse,416531,93.52,Space Utilization,18045,178
1636,Benue,Office,312588,93.66,Energy Efficiency,13931,478
16778,Oyo,Office,95622,80.53,Security Enhancement,46761,65
14206,Plateau,Manufacturing Plant,457344,76.22,Energy Efficiency,24649,133
2382,Enugu,Manufacturing Plant,122183,85.09,Energy Efficiency,36099,299
15830,Lagos,Data Center,142150,73.07,Security Enhancement,32691,64
18936,Kebbi,Manufacturing Plant,92156,79.27,Space Utilization,12967,401
15276,Benue,Manufacturing Plant,441803,81.56,Sustainable Practices,31926,127
596,Plateau,Retail Store,306754,87.9,Security Enhancement,19004,339
7300,Yobe,Warehouse,270343,90.27,Preventive Maintenance,19624,305
17752,Sokoto,Manufacturing Plant,232834,75.59,Energy Efficiency,7218,306
19311,Ebonyi,Warehouse,147379,77.62,Space Utilization,22417,103
3289,Abia,Data Center,400643,82.66,Preventive Maintenance,47798,468
9600,Rivers,Retail Store,496751,87.4,Preventive Maintenance,42748,195
11357,Katsina,Office,291484,97.88,Energy Efficiency,44020,99
10956,Kebbi,Retail Store,259254,95.7,Energy Efficiency,26483,477
18379,Osun,Office,318426,98.48,Space Utilization,13126,299
14752,Borno,Warehouse,466122,78.87,Energy Efficiency,45366,478
9426,Ebonyi,Manufacturing Plant,361025,86.53,Preventive Maintenance,46830,415
49,Ekiti,Office,476981,74.64,Preventive Maintenance,9048,177
6788,Kaduna,Data Center,300823,88.04,Security Enhancement,49353,16
16311,Kaduna,Data Center,453214,94.84,Space Utilization,20974,369
600,Anambra,Office,69408,95.64,Space Utilization,19310,355
4508,Oyo,Warehouse,268699,65.4,Energy Efficiency,41877,494
18094,Bayelsa,Manufacturing Plant,445698,96.72,Security Enhancement,23044,234
18479,Abia,Manufacturing Plant,175235,95.76,Energy Efficiency,47636,101
7093,Ebonyi,Data Center,93596,89.29,Space Utilization,12781,328
7685,Ekiti,Manufacturing Plant,54129,74.46,Space Utilization,19556,219
10837,Rivers,Warehouse,208966,87.32,Preventive Maintenance,28670,7
5717,Cross River,Data Center,467636,66.73,Space Utilization,48320,361
9452,Sokoto,Manufacturing Plant,245038,95.16,Space Utilization,43547,373
19721,Jigawa,Warehouse,388268,98.26,Sustainable Practices,29822,167
10897,Kaduna,Office,155910,66.68,Preventive Maintenance,12091,272
10912,Osun,Manufacturing Plant,168248,94.38,Preventive Maintenance,16803,118
3007,Ebonyi,Retail Store,297783,72.39,Energy Efficiency,25436,162
17046,Ogun,Retail Store,497176,74.4,Energy Efficiency,22236,231
16679,Kebbi,Data Center,273764,81.28,Preventive Maintenance,21812,70
7464,Kogi,Warehouse,316677,78.91,Space Utilization,30741,48
5467,Zamfara,Data Center,349871,85.86,Sustainable Practices,17530,282
9334,Benue,Warehouse,318575,74.79,Preventive Maintenance,44674,349
13817,Nasarawa,Office,135894,72.32,Space Utilization,48498,227
18378,Katsina,Office,90468,86.22,Space Utilization,21312,203
7484,Kano,Manufacturing Plant,272243,90.37,Preventive Maintenance,33576,383
19621,Kano,Data Center,436508,72.02,Sustainable Practices,48291,396
11366,Enugu,Manufacturing Plant,381223,64.97,Energy Efficiency,26975,468
19552,Kano,Office,411394,84.96,Space Utilization,25875,469
17997,Kaduna,Office,386574,67.99,Security Enhancement,17921,481
5159,Borno,Data Center,471151,78.91,Space Utilization,29740,416
7369,Nasarawa,Office,364630,80.92,Energy Efficiency,23522,81
7513,Zamfara,Warehouse,450322,70.59,Preventive Maintenance,17043,313
3044,Imo,Data Center,296375,87.12,Space Utilization,29208,412
5075,Lagos,Office,136642,99.9,Energy Efficiency,5187,95
14217,Kebbi,Retail Store,224448,95.96,Preventive Maintenance,33735,277
3456,Adamawa,Manufacturing Plant,255301,61.41,Space Utilization,32565,272
17197,Yobe,Office,169848,90.74,Space Utilization,14430,57
8466,Anambra,Retail Store,392290,76.97,Security Enhancement,9887,141
1839,Kogi,Retail Store,269615,72.46,Energy Efficiency,16692,47
11252,Jigawa,Manufacturing Plant,326280,84.18,Sustainable Practices,25334,192
9643,Yobe,Warehouse,339004,99.44,Preventive Maintenance,15780,469
8216,Zamfara,Retail Store,427759,71.41,Preventive Maintenance,41183,449
4168,Gombe,Data Center,487384,87.77,Energy Efficiency,47153,447
13271,Nasarawa,Manufacturing Plant,334123,90.86,Preventive Maintenance,5690,400
15646,Enugu,Manufacturing Plant,225712,73.41,Preventive Maintenance,47036,100
6635,Kaduna,Office,280564,92.26,Energy Efficiency,41568,32
1804,Kebbi,Warehouse,151745,75.65,Security Enhancement,28350,274
17337,Ekiti,Data Center,269913,85.05,Sustainable Practices,13410,481
18622,Abia,Data Center,315205,90.01,Preventive Maintenance,8590,227
9998,Ebonyi,Warehouse,438723,60.49,Preventive Maintenance,20458,340
647,Imo,Data Center,436519,98.03,Preventive Maintenance,28171,408
847,Kaduna,Data Center,380667,86.22,Security Enhancement,46293,332
15021,Delta,Warehouse,82303,63.15,Space Utilization,10630,338
14470,Bayelsa,Office,275131,82.56,Sustainable Practices,23193,95
18689,Imo,Warehouse,411272,89.96,Energy Efficiency,14852,201
5152,Niger,Manufacturing Plant,138975,67.71,Sustainable Practices,12042,413
11008,Kano,Data Center,493893,95.99,Sustainable Practices,25277,37
17735,Gombe,Retail Store,384572,75.92,Security Enhancement,29125,106
10532,Edo,Retail Store,320930,65.4,Energy Efficiency,32165,275
15004,Oyo,Office,492293,69.48,Preventive Maintenance,34676,270
1557,Benue,Data Center,271082,88.96,Preventive Maintenance,22192,234
14049,Bayelsa,Manufacturing Plant,154869,93.79,Sustainable Practices,46731,204
15886,Osun,Office,62584,94.55,Preventive Maintenance,31187,158
18024,Rivers,Data Center,106120,62.31,Space Utilization,46212,58
668,Rivers,Office,398119,81.15,Security Enhancement,18869,90
16735,Lagos,Retail Store,230359,91.71,Sustainable Practices,9653,187
14738,Edo,Retail Store,193813,92.87,Preventive Maintenance,15487,227
8388,Anambra,Manufacturing Plant,359808,76.3,Sustainable Practices,34295,389
11229,Ondo,Office,294720,81.94,Security Enhancement,18190,12
10589,Taraba,Manufacturing Plant,468848,69.72,Energy Efficiency,35829,67
4942,Ondo,Manufacturing Plant,307427,73.45,Security Enhancement,13460,68
16125,Ebonyi,Manufacturing Plant,96378,65.46,Security Enhancement,33224,304
288,Bauchi,Manufacturing Plant,170364,65.52,Security Enhancement,37417,302
6441,Jigawa,Office,51561,67.23,Energy Efficiency,36156,242
13821,Taraba,Manufacturing Plant,258653,67.02,Security Enhancement,27189,165
2027,Adamawa,Warehouse,486758,93.75,Security Enhancement,9176,498
16497,Adamawa,Data Center,266086,79.2,Space Utilization,49064,44
2201,Kano,Data Center,235318,70.82,Energy Efficiency,10288,418
4338,Bauchi,Office,102289,74.57,Sustainable Practices,40317,298
14192,Ebonyi,Warehouse,155540,64.85,Energy Efficiency,13826,10
14401,Ondo,Office,199915,67.81,Sustainable Practices,15853,446
3270,Gombe,Manufacturing Plant,177160,85.38,Space Utilization,48802,131
2830,Zamfara,Office,476525,60.65,Preventive Maintenance,33981,352
8529,Sokoto,Data Center,482083,70.59,Security Enhancement,21436,120
14378,Plateau,Office,359825,89.76,Energy Efficiency,41949,328
17373,Kaduna,Office,446688,97.75,Energy Efficiency,7277,292
2536,Kebbi,Retail Store,112590,80.98,Energy Efficiency,17623,484
7790,Zamfara,Office,132613,93.69,Security Enhancement,38818,391
19501,Jigawa,Data Center,385217,97.94,Sustainable Practices,33380,472
17292,Lagos,Retail Store,121970,93.8,Security Enhancement,33262,101
19841,Sokoto,Warehouse,65865,73.78,Space Utilization,47027,23
16546,Rivers,Manufacturing Plant,468266,61.19,Energy Efficiency,40312,455
18935,Gombe,Office,318448,69.04,Sustainable Practices,31241,27
14317,Cross River,Retail Store,224827,85.59,Preventive Maintenance,7916,377
9172,Oyo,Warehouse,186161,86.83,Security Enhancement,6672,98
18518,Ogun,Manufacturing Plant,71757,77.26,Space Utilization,14428,457
12905,Bauchi,Retail Store,186075,93.44,Security Enhancement,41535,80
19315,Bayelsa,Retail Store,194343,66.97,Sustainable Practices,24992,207
4269,Kogi,Warehouse,125437,96.35,Space Utilization,24740,120
18127,Ondo,Data Center,283258,67.15,Preventive Maintenance,35164,72
4262,Kaduna,Office,130333,62.3,Energy Efficiency,39437,432
18180,Delta,Office,491617,67.07,Energy Efficiency,18872,346
4829,Ebonyi,Retail Store,231856,90.65,Security Enhancement,43145,70
4140,Zamfara,Office,74441,67.62,Energy Efficiency,40829,257
793,Cross River,Data Center,473859,82.05,Space Utilization,23608,109
5705,Ebonyi,Warehouse,355284,74.5,Energy Efficiency,38600,221
3848,Ebonyi,Retail Store,326396,94.95,Security Enhancement,15840,294
5946,Anambra,Warehouse,316335,78.77,Energy Efficiency,15476,331
16739,Plateau,Warehouse,353354,62.3,Sustainable Practices,18912,476
2738,Kogi,Manufacturing Plant,247272,67.51,Sustainable Practices,14144,95
15519,Bauchi,Manufacturing Plant,438795,75.01,Energy Efficiency,23615,84
14952,Zamfara,Warehouse,284643,80.17,Sustainable Practices,30239,75
9788,Taraba,Office,278542,67.16,Preventive Maintenance,46849,58
14743,Gombe,Warehouse,213382,96.19,Space Utilization,29940,54
4821,Enugu,Warehouse,344203,65.04,Energy Efficiency,42808,66
15997,Ondo,Data Center,127162,99.42,Energy Efficiency,17671,191
17188,Kaduna,Manufacturing Plant,375528,74.95,Sustainable Practices,49856,478
2262,Anambra,Manufacturing Plant,135096,75.07,Sustainable Practices,17936,88
3577,Cross River,Retail Store,269995,79.36,Space Utilization,48453,11
9173,Enugu,Manufacturing Plant,499444,92.39,Preventive Maintenance,46164,120
7539,Rivers,Warehouse,428718,76.7,Energy Efficiency,37909,490
15231,Kaduna,Manufacturing Plant,108308,73.1,Security Enhancement,34242,68
10616,Plateau,Manufacturing Plant,185576,78.59,Security Enhancement,40597,236
11881,Katsina,Warehouse,456878,76.15,Security Enhancement,41984,84
62,Kwara,Manufacturing Plant,64342,98.97,Sustainable Practices,15823,388
412,Ebonyi,Manufacturing Plant,424532,63.69,Energy Efficiency,45022,342
19392,Nasarawa,Warehouse,473937,76.4,Energy Efficiency,27594,484
4723,Akwa Ibom,Data Center,118548,75.81,Space Utilization,10000,427
16229,Kaduna,Manufacturing Plant,282975,77.36,Energy Efficiency,12808,444
11740,Edo,Warehouse,497630,62.77,Space Utilization,24593,313
2842,Kano,Manufacturing Plant,202815,71.35,Energy Efficiency,33261,51
11706,Sokoto,Manufacturing Plant,101823,60.33,Energy Efficiency,8179,161
9198,Ebonyi,Warehouse,419780,67.62,Sustainable Practices,37854,432
4333,Ebonyi,Warehouse,312364,91.09,Energy Efficiency,27367,21
8361,Zamfara,Retail Store,276802,84.5,Sustainable Practices,19789,188
14152,Kwara,Manufacturing Plant,242158,91.87,Preventive Maintenance,8026,394
6166,Akwa Ibom,Retail Store,201588,94.84,Sustainable Practices,46027,154
11831,Benue,Retail Store,437400,93.04,Security Enhancement,35165,214
5348,Bayelsa,Data Center,69273,61.59,Energy Efficiency,7643,163
11878,Ekiti,Warehouse,140409,86.07,Preventive Maintenance,46361,144
5205,Osun,Office,57327,81.91,Sustainable Practices,5982,491
8089,Edo,Office,140112,93.01,Security Enhancement,32837,79
10048,Yobe,Retail Store,95372,65.31,Security Enhancement,7454,185
7326,Ogun,Retail Store,465583,92.2,Sustainable Practices,40245,157
17972,Jigawa,Office,403236,84.22,Energy Efficiency,14522,291
4672,Bauchi,Data Center,190892,62.65,Preventive Maintenance,45790,356
19838,Enugu,Warehouse,326121,92.08,Security Enhancement,32819,443
9266,Ogun,Data Center,117316,74.88,Space Utilization,10796,177
18794,Katsina,Data Center,431383,91,Preventive Maintenance,13449,286
13432,Bauchi,Data Center,134880,85.06,Sustainable Practices,45941,255
6178,Borno,Retail Store,50109,73.46,Preventive Maintenance,43455,166
4025,Katsina,Data Center,398139,74.19,Preventive Maintenance,10042,390
17352,Sokoto,Retail Store,157194,73.62,Space Utilization,24384,50
12853,Taraba,Manufacturing Plant,192248,96.22,Security Enhancement,32019,344
11173,Cross River,Manufacturing Plant,58977,82.99,Security Enhancement,29921,46
7762,Ekiti,Office,499565,60.53,Security Enhancement,43586,186
16513,Abia,Retail Store,267720,76.61,Preventive Maintenance,18878,113
7428,Lagos,Retail Store,183957,67.22,Preventive Maintenance,11962,16
659,Ondo,Warehouse,492928,75.78,Security Enhancement,5575,395
5985,Plateau,Warehouse,57919,77.6,Energy Efficiency,17237,272
4819,Ondo,Data Center,110217,84.38,Space Utilization,7795,157
7476,Nasarawa,Warehouse,404508,61.9,Energy Efficiency,41937,332
3907,Katsina,Data Center,397880,69.44,Preventive Maintenance,22663,116
11555,Adamawa,Office,70551,64.09,Sustainable Practices,35831,392
8543,Kano,Retail Store,329270,69.97,Security Enhancement,41754,11
795,Ondo,Retail Store,463507,86.02,Space Utilization,24496,300
1084,Taraba,Manufacturing Plant,81049,76.88,Sustainable Practices,25464,259
10856,Kebbi,Data Center,368627,63.23,Sustainable Practices,48996,8
13378,Anambra,Retail Store,231919,76.63,Security Enhancement,35945,312
2982,Lagos,Data Center,469938,77.65,Sustainable Practices,10445,25
3032,Bauchi,Office,245659,89.63,Preventive Maintenance,16472,99
4044,Bayelsa,Retail Store,184812,96.39,Security Enhancement,35692,498
11398,Adamawa,Warehouse,67079,65.41,Sustainable Practices,6111,317
12020,Osun,Office,348966,94.02,Preventive Maintenance,37602,141
10355,Imo,Data Center,129066,80.7,Space Utilization,29297,445
17052,Kaduna,Data Center,181916,68.13,Sustainable Practices,36019,60
5667,Kebbi,Warehouse,463618,69.64,Space Utilization,27683,262
15690,Taraba,Data Center,156433,67.34,Security Enhancement,27994,319
15470,Bauchi,Data Center,134264,90.25,Sustainable Practices,21704,271
11445,Yobe,Manufacturing Plant,176857,62.02,Security Enhancement,45009,70
13883,Bauchi,Warehouse,456412,75.42,Sustainable Practices,41353,362
8265,Enugu,Retail Store,201466,81.72,Sustainable Practices,12174,493
8585,Niger,Warehouse,231457,79.64,Energy Efficiency,33018,200
6310,Yobe,Manufacturing Plant,157885,82.04,Energy Efficiency,32516,381
16015,Kaduna,Manufacturing Plant,212053,68.75,Energy Efficiency,30165,47
9259,Lagos,Manufacturing Plant,134609,61.38,Security Enhancement,17876,281
8587,Ogun,Office,378939,66.55,Energy Efficiency,44029,288
2932,Ebonyi,Warehouse,332598,77.3,Energy Efficiency,30344,328
19964,Ekiti,Office,475443,63.55,Energy Efficiency,32966,382
15904,Jigawa,Data Center,412762,80.66,Space Utilization,12313,50
11115,Kano,Retail Store,441068,81.35,Energy Efficiency,7817,179
13225,Yobe,Office,192414,73.27,Sustainable Practices,43340,352
18344,Ebonyi,Manufacturing Plant,284673,61.55,Energy Efficiency,28888,103
12831,Kogi,Retail Store,106661,92.54,Preventive Maintenance,41195,123
14158,Jigawa,Retail Store,211266,83.01,Energy Efficiency,36610,411
13788,Sokoto,Retail Store,115575,75.05,Energy Efficiency,33349,83
19431,Bauchi,Manufacturing Plant,125863,89.26,Space Utilization,8932,499
4922,Borno,Office,489264,89.04,Energy Efficiency,43601,338
5568,Kano,Warehouse,145158,94.4,Energy Efficiency,7505,458
9347,Kano,Office,426000,69.31,Security Enhancement,18599,188
15637,Abia,Data Center,444949,87.13,Preventive Maintenance,10271,265
2650,Ebonyi,Retail Store,377179,86.51,Energy Efficiency,29534,377
8268,Nasarawa,Manufacturing Plant,309163,89.91,Energy Efficiency,27744,188
5587,Gombe,Data Center,223695,88.77,Preventive Maintenance,21987,383
467,Adamawa,Office,431321,84.93,Security Enhancement,31643,196
2646,Kogi,Manufacturing Plant,327864,92.1,Energy Efficiency,45731,260
6415,Abia,Office,233904,98.21,Security Enhancement,10281,352
4864,Edo,Warehouse,425161,61.07,Sustainable Practices,43088,174
8601,Edo,Manufacturing Plant,325718,95.86,Preventive Maintenance,11596,60
3851,Kaduna,Manufacturing Plant,122690,69.51,Sustainable Practices,29541,291
19791,Ogun,Office,112111,75.1,Security Enhancement,35962,166
18610,Taraba,Data Center,130682,88.98,Energy Efficiency,44745,270
7991,Kwara,Warehouse,160762,74.91,Preventive Maintenance,22618,105
3779,Katsina,Manufacturing Plant,207251,69.32,Sustainable Practices,46823,162
12513,Delta,Data Center,93234,70.73,Energy Efficiency,8626,406
16273,Sokoto,Warehouse,314637,87.97,Energy Efficiency,29109,263
19744,Oyo,Retail Store,166980,93.71,Security Enhancement,27343,491
426,Lagos,Data Center,192842,74.65,Preventive Maintenance,49743,227
12307,Borno,Manufacturing Plant,244214,78.99,Security Enhancement,26171,21
296,Jigawa,Retail Store,94752,90.03,Energy Efficiency,21224,182
1315,Cross River,Warehouse,113531,65.99,Sustainable Practices,47025,166
7022,Cross River,Retail Store,330652,97.37,Energy Efficiency,38627,428
4850,Delta,Data Center,79173,98.88,Sustainable Practices,41887,451
14851,Bayelsa,Data Center,149366,64.93,Sustainable Practices,32425,305
14879,Adamawa,Manufacturing Plant,445955,83.12,Preventive Maintenance,7774,269
15108,Osun,Warehouse,119986,96.14,Energy Efficiency,49940,276
1837,Nasarawa,Data Center,55700,61.25,Security Enhancement,15392,93
15157,Plateau,Retail Store,82877,70.75,Security Enhancement,35043,138
12141,Ondo,Office,240723,98.01,Security Enhancement,26921,478
19053,Niger,Office,482092,72.79,Energy Efficiency,17518,479
380,Bauchi,Office,117280,64.14,Energy Efficiency,13235,384
8220,Abia,Warehouse,207507,68.7,Sustainable Practices,12403,395
16279,Sokoto,Office,337702,93.69,Preventive Maintenance,11290,296
6172,Delta,Manufacturing Plant,448478,66.55,Space Utilization,44060,365
10062,Anambra,Warehouse,99899,87.85,Space Utilization,32079,410
640,Abia,Warehouse,170321,99.98,Energy Efficiency,37723,135
7315,Yobe,Manufacturing Plant,241801,89.92,Preventive Maintenance,12982,199
17440,Adamawa,Manufacturing Plant,175838,83.19,Energy Efficiency,49781,98
18064,Anambra,Warehouse,211768,94.96,Preventive Maintenance,41641,311
12634,Edo,Data Center,495522,94.06,Energy Efficiency,12930,84
2515,Kano,Data Center,116159,73.76,Space Utilization,21980,81
11234,Lagos,Retail Store,56370,80.88,Sustainable Practices,5908,401
4142,Zamfara,Data Center,179318,88.3,Space Utilization,14638,216
4680,Abia,Warehouse,346961,69.56,Energy Efficiency,38685,300
4201,Ebonyi,Retail Store,420088,93.05,Energy Efficiency,46542,371
8751,Kogi,Retail Store,319805,68.45,Security Enhancement,14831,32
12602,Ondo,Office,423366,74.45,Sustainable Practices,36750,191
6029,Akwa Ibom,Office,208306,68.25,Space Utilization,37400,379
9911,Zamfara,Warehouse,168579,77.44,Security Enhancement,44523,157
7309,Sokoto,Manufacturing Plant,139489,85.72,Preventive Maintenance,8622,462
17961,Ebonyi,Data Center,357531,74.41,Space Utilization,15286,355
7064,Adamawa,Office,251914,83.09,Preventive Maintenance,10259,172
2166,Cross River,Manufacturing Plant,361143,82.84,Energy Efficiency,7692,128
3325,Osun,Warehouse,321527,61.16,Security Enhancement,20460,359
10651,Ogun,Retail Store,308271,77.84,Space Utilization,24033,483
6416,Kwara,Data Center,143907,78.65,Space Utilization,11006,76
3311,Kebbi,Manufacturing Plant,493420,94.31,Security Enhancement,8309,487
15861,Bauchi,Manufacturing Plant,482500,94.76,Security Enhancement,25679,438
8973,Ekiti,Office,398736,64.34,Space Utilization,10668,148
15478,Yobe,Manufacturing Plant,398636,87.06,Preventive Maintenance,32376,434
16060,Ogun,Data Center,76770,78.42,Energy Efficiency,47048,70
19439,Taraba,Office,112260,84.86,Security Enhancement,15341,225
3402,Rivers,Data Center,129551,78.28,Security Enhancement,10463,349
8520,Jigawa,Retail Store,315356,62.7,Sustainable Practices,13618,67
5434,Ogun,Manufacturing Plant,110577,62.51,Energy Efficiency,30452,70
14960,Taraba,Retail Store,81166,76.76,Space Utilization,41009,144
18881,Lagos,Manufacturing Plant,262240,68.35,Preventive Maintenance,15167,52
5583,Kebbi,Warehouse,170048,87.18,Energy Efficiency,24236,59
3017,Bauchi,Retail Store,100130,88.61,Space Utilization,8517,400
19840,Nasarawa,Data Center,355919,61.12,Preventive Maintenance,8069,48
2212,Katsina,Manufacturing Plant,453079,64.02,Sustainable Practices,35417,114
11995,Kwara,Retail Store,135591,64.92,Sustainable Practices,47497,55
13682,Kwara,Retail Store,332674,87.96,Preventive Maintenance,32384,231
6302,Akwa Ibom,Warehouse,99161,96.88,Energy Efficiency,39901,54
15325,Kogi,Data Center,376906,64.05,Space Utilization,22838,128
13208,Ogun,Data Center,140152,69.38,Space Utilization,47231,386
4075,Anambra,Manufacturing Plant,143649,81.8,Preventive Maintenance,24021,470
405,Abia,Data Center,415846,82.37,Space Utilization,20224,61
3667,Ekiti,Data Center,445144,61.45,Energy Efficiency,33524,306
2809,Cross River,Data Center,147380,84.26,Energy Efficiency,40808,460
18329,Adamawa,Retail Store,87610,98.47,Space Utilization,37933,271
12012,Anambra,Warehouse,122641,78.7,Preventive Maintenance,40924,204
9457,Borno,Office,317868,84.12,Security Enhancement,25701,328
10215,Bayelsa,Office,389813,73.22,Space Utilization,32084,310
9489,Lagos,Manufacturing Plant,331816,72.21,Sustainable Practices,46284,84
1586,Ondo,Data Center,161187,64.11,Space Utilization,46718,236
17071,Delta,Retail Store,496997,83.18,Preventive Maintenance,34913,204
12796,Cross River,Office,451281,98.39,Sustainable Practices,31836,139
19197,Kaduna,Retail Store,491688,98.24,Space Utilization,31350,45
2167,Lagos,Warehouse,417063,64.19,Energy Efficiency,18590,352
17216,Bauchi,Retail Store,314995,68.58,Space Utilization,26253,394
19525,Ondo,Retail Store,118103,83.83,Preventive Maintenance,40149,157
8061,Oyo,Manufacturing Plant,348600,77.75,Security Enhancement,6838,336
14896,Sokoto,Office,230622,93.48,Preventive Maintenance,45835,322
2675,Cross River,Manufacturing Plant,381054,99.59,Energy Efficiency,36171,252
14807,Jigawa,Manufacturing Plant,90870,67.3,Preventive Maintenance,39120,117
15997,Niger,Retail Store,403726,99.93,Energy Efficiency,44036,69
5724,Kebbi,Warehouse,126848,60.68,Space Utilization,18667,45
17239,Ondo,Warehouse,183222,78.44,Energy Efficiency,25085,58
15882,Sokoto,Data Center,404254,85.68,Space Utilization,35249,235
19018,Plateau,Office,363698,92.9,Space Utilization,28903,160
1792,Abia,Manufacturing Plant,390361,84.78,Sustainable Practices,35124,261
80,Gombe,Office,440973,68.53,Sustainable Practices,9370,368
11924,Lagos,Retail Store,312326,81.29,Sustainable Practices,7318,358
10721,Lagos,Data Center,132729,61.27,Sustainable Practices,23429,125
13051,Imo,Manufacturing Plant,334286,90.32,Space Utilization,10347,34
8482,Oyo,Office,446477,62.87,Security Enhancement,28816,309
1372,Ondo,Data Center,116695,84.68,Sustainable Practices,44498,367
19408,Enugu,Data Center,374584,61.11,Space Utilization,33647,397
12721,Borno,Retail Store,348698,84.34,Security Enhancement,18004,8
9355,Niger,Office,232613,75.34,Energy Efficiency,13723,159
11231,Ondo,Manufacturing Plant,302117,73.82,Energy Efficiency,28453,333
18675,Kano,Retail Store,402040,96.04,Energy Efficiency,28157,14
15600,Taraba,Retail Store,235432,90.43,Preventive Maintenance,47241,41
11060,Lagos,Manufacturing Plant,380723,82.17,Preventive Maintenance,8967,271
13587,Lagos,Retail Store,266797,61.56,Security Enhancement,39729,180
15594,Enugu,Manufacturing Plant,109481,90.36,Security Enhancement,34647,423
17290,Kogi,Data Center,332847,67.92,Preventive Maintenance,12103,38
2306,Yobe,Retail Store,331980,71.06,Sustainable Practices,15065,201
1951,Kebbi,Data Center,93832,85.32,Space Utilization,48147,96
13394,Gombe,Data Center,291880,71,Space Utilization,38921,225
4412,Sokoto,Manufacturing Plant,481350,68.81,Energy Efficiency,5423,366
8928,Zamfara,Retail Store,116297,72.36,Space Utilization,16512,23
9488,Kogi,Office,322741,84.86,Energy Efficiency,7734,200
16906,Cross River,Office,264444,77.52,Energy Efficiency,45448,27
6346,Lagos,Office,463369,95.43,Space Utilization,22820,28
11990,Ekiti,Retail Store,66901,98.73,Energy Efficiency,13190,326
16787,Zamfara,Retail Store,436398,93.67,Security Enhancement,24059,409
17746,Gombe,Office,237290,97.95,Energy Efficiency,28639,48
3867,Niger,Manufacturing Plant,117319,98.64,Sustainable Practices,37303,156
9687,Gombe,Manufacturing Plant,282567,61.31,Space Utilization,33698,225
14875,Bauchi,Office,122518,87.43,Security Enhancement,46132,388
15122,Oyo,Retail Store,290347,79.07,Security Enhancement,25726,497
16846,Enugu,Retail Store,221887,99.52,Space Utilization,28937,141
2074,Kano,Manufacturing Plant,168833,99.68,Space Utilization,8923,168
7654,Zamfara,Office,443006,91.11,Sustainable Practices,36829,184
14363,Plateau,Retail Store,364571,82.88,Security Enhancement,17716,425
1220,Ondo,Office,386444,68.27,Preventive Maintenance,42423,293
10769,Osun,Manufacturing Plant,423889,65.79,Sustainable Practices,28714,369
3514,Yobe,Office,385938,92.43,Security Enhancement,16719,378
10775,Cross River,Data Center,488116,91.73,Energy Efficiency,28111,175
19924,Ebonyi,Office,138413,98.51,Sustainable Practices,35881,270
9427,Kwara,Office,254810,97.21,Space Utilization,19461,381
12228,Ogun,Data Center,451259,88.89,Security Enhancement,11914,159
14729,Niger,Retail Store,452711,74.51,Preventive Maintenance,5268,464
7467,Ekiti,Warehouse,309388,62.99,Preventive Maintenance,47911,441
1980,Imo,Manufacturing Plant,78515,88.31,Sustainable Practices,42879,132
17601,Taraba,Data Center,395388,83.26,Security Enhancement,8383,357
9214,Gombe,Office,51524,97.57,Preventive Maintenance,13982,429
16671,Enugu,Warehouse,130490,92.55,Energy Efficiency,13638,273
116,Bauchi,Office,159973,82.58,Security Enhancement,15291,91
7761,Kaduna,Office,248237,71.06,Sustainable Practices,10972,422
1634,Edo,Office,79098,76.42,Sustainable Practices,21205,229
9918,Kebbi,Office,481175,66.48,Energy Efficiency,17657,46
1893,Lagos,Warehouse,328905,66.82,Sustainable Practices,26276,389
2862,Osun,Warehouse,323924,76.36,Security Enhancement,6841,303
